2,1.9,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.1,1,0.9,0.8,0.7,2.1,2.2,2.3,2.4,2.5,0.6,0.5,0.4,0.3,0.2,0.1
-71,-79.0,-78.0,-84.0,-80,-75.0,-79.0,-76.0,-70,-77.0,-73.0,-67,-79,-64.0,-80.0,-71.0,-83.0,-73,-80.0,-64.0,-65.0,-60.0,-63.0,-58.0,-48.0
-78,-76.0,-79.0,-77.0,-77,-79.0,-72.0,-85.0,-79,-71.0,-73.0,-69,-70,-67.0,-81.0,-72.0,-78.0,-76,-90.0,-65.0,-66.0,-69.0,-62.0,-57.0,-49.0
-76,-81.0,-73.0,-84.0,-76,-75.0,-72.0,-77.0,-70,-73.0,-76.0,-66,-79,-68.0,-83.0,-71.0,-82.0,-87,-86.0,-69.0,-65.0,-61.0,-62.0,-59.0,-49.0
-76,-78.0,-78.0,-83.0,-80,-79.0,-71.0,-74.0,-70,-72.0,-73.0,-68,-79,-62.0,-81.0,-77.0,-84.0,-76,-86.0,-64.0,-64.0,-61.0,-64.0,-57.0,-48.0
-71,-75.0,-74.0,-78.0,-76,-78.0,-71.0,-74.0,-79,-79.0,-77.0,-68,-70,-64.0,-80.0,-73.0,-79.0,-73,-90.0,-65.0,-66.0,-68.0,-60.0,-57.0,-49.0
-77,-81.0,-79.0,-85.0,-77,-74.0,-78.0,-84.0,-80,-74.0,-73.0,-67,-79,-67.0,-87.0,-71.0,-81.0,-78,-88.0,-64.0,-65.0,-60.0,-61.0,-58.0,-49.0
-75,-76.0,-76.0,-77.0,-81,-79.0,-71.0,-78.0,-71,-72.0,-73.0,-69,-70,-62.0,-83.0,-76.0,-84.0,-83,-82.0,-63.0,-65.0,-61.0,-64.0,-57.0,-48.0
-72,-75.0,-78.0,-86.0,-77,-76.0,-72.0,-75.0,-70,-78.0,-74.0,-65,-79,-64.0,-80.0,-73.0,-78.0,-72,-84.0,-65.0,-66.0,-61.0,-63.0,-58.0,-49.0
-79,-82.0,-78.0,-85.0,-77,-77.0,-77.0,-85.0,-81,-73.0,-73.0,-68,-80,-62.0,-78.0,-71.0,-82.0,-77,-82.0,-70.0,-66.0,-68.0,-61.0,-58.0,-49.0
-75,-81.0,-75.0,-77.0,-76,-74.0,-71.0,-76.0,-71,-72.0,-73.0,-69,-70,-64.0,-81.0,-78.0,-84.0,-83,-84.0,-64.0,-65.0,-61.0,-61.0,-57.0,-49.0
-77,-79.0,-80.0,-80.0,-79,-80.0,-72.0,-74.0,-71,-78.0,-76.0,-70,-79,-67.0,-80.0,-73.0,-79.0,-73,-89.0,-70.0,-65.0,-60.0,-64.0,-59.0,-48.0
-75,-76.0,-78.0,-86.0,-77,-77.0,-76.0,-84.0,-78,-74.0,-73.0,-66,-70,-63.0,-81.0,-71.0,-80.0,-77,-88.0,-63.0,-66.0,-68.0,-60.0,-58.0,-48.0
-72,-79.0,-76.0,-86.0,-77,-75.0,-71.0,-78.0,-71,-72.0,-72.0,-67,-79,-64.0,-79.0,-77.0,-87.0,-86,-79.0,-64.0,-65.0,-60.0,-63.0,-56.0,-49.0
-72,-76.0,-75.0,-81.0,-81,-79.0,-72.0,-74.0,-71,-74.0,-75.0,-69,-78,-67.0,-80.0,-73.0,-78.0,-73,-86.0,-70.0,-64.0,-60.0,-60.0,-59.0,-48.0
-79,-82.0,-79.0,-80.0,-77,-77.0,-76.0,-85.0,-77,-72.0,-73.0,-66,-70,-62.0,-81.0,-70.0,-80.0,-80,-88.0,-63.0,-66.0,-68.0,-61.0,-57.0,-48.0
-74,-80.0,-76.0,-79.0,-77,-75.0,-71.0,-78.0,-70,-78.0,-73.0,-69,-79,-67.0,-80.0,-76.0,-79.0,-85,-83.0,-64.0,-64.0,-61.0,-64.0,-57.0,-49.0
-72,-76.0,-74.0,-85.0,-82,-78.0,-72.0,-75.0,-70,-75.0,-76.0,-66,-70,-62.0,-79.0,-73.0,-85.0,-78,-86.0,-70.0,-65.0,-61.0,-60.0,-59.0,-48.0
-78,-81.0,-74.0,-84.0,-76,-77.0,-76.0,-85.0,-79,-73.0,-73.0,-67,-79,-64.0,-79.0,-71.0,-80.0,-81,-97.0,-63.0,-66.0,-68.0,-62.0,-58.0,-48.0
-72,-79.0,-79.0,-79.0,-76,-77.0,-71.0,-75.0,-71,-78.0,-73.0,-65,-80,-68.0,-80.0,-73.0,-80.0,-72,-81.0,-64.0,-64.0,-60.0,-62.0,-56.0,-49.0
-80,-77.0,-75.0,-80.0,-80,-75.0,-73.0,-86.0,-70,-75.0,-72.0,-67,-70,-63.0,-77.0,-71.0,-79.0,-77,-87.0,-64.0,-65.0,-60.0,-64.0,-58.0,-49.0
-76,-82.0,-73.0,-84.0,-78,-79.0,-77.0,-78.0,-70,-73.0,-76.0,-69,-70,-65.0,-82.0,-75.0,-83.0,-82,-88.0,-70.0,-65.0,-68.0,-60.0,-57.0,-48.0
-72,-82.0,-74.0,-85.0,-76,-78.0,-71.0,-75.0,-70,-79.0,-73.0,-65,-79,-68.0,-78.0,-72.0,-80.0,-82,-91.0,-63.0,-64.0,-61.0,-62.0,-57.0,-49.0
-78,-76.0,-76.0,-81.0,-80,-75.0,-73.0,-88.0,-79,-74.0,-73.0,-67,-81,-63.0,-80.0,-71.0,-79.0,-72,-84.0,-64.0,-66.0,-61.0,-64.0,-56.0,-48.0
-77,-74.0,-74.0,-89.0,-78,-78.0,-76.0,-77.0,-70,-73.0,-72.0,-69,-69,-64.0,-81.0,-72.0,-84.0,-80,-93.0,-70.0,-65.0,-61.0,-63.0,-59.0,-48.0
-72,-81.0,-80.0,-86.0,-76,-79.0,-72.0,-76.0,-71,-78.0,-77.0,-66,-80,-68.0,-78.0,-71.0,-80.0,-87,-89.0,-63.0,-66.0,-68.0,-61.0,-58.0,-48.0
-80,-79.0,-74.0,-80.0,-80,-74.0,-72.0,-76.0,-78,-77.0,-73.0,-67,-80,-62.0,-81.0,-76.0,-79.0,-72,-82.0,-64.0,-64.0,-60.0,-63.0,-57.0,-48.0
-76,-81.0,-79.0,-87.0,-77,-74.0,-73.0,-87.0,-70,-73.0,-72.0,-66,-79,-64.0,-78.0,-72.0,-85.0,-82,-90.0,-70.0,-66.0,-60.0,-61.0,-59.0,-49.0
-71,-77.0,-75.0,-86.0,-76,-80.0,-77.0,-78.0,-76,-78.0,-72.0,-67,-70,-68.0,-80.0,-71.0,-79.0,-71,-94.0,-63.0,-65.0,-69.0,-62.0,-57.0,-49.0
-78,-82.0,-74.0,-81.0,-80,-78.0,-72.0,-75.0,-71,-77.0,-78.0,-68,-80,-62.0,-80.0,-75.0,-78.0,-79,-82.0,-64.0,-64.0,-61.0,-63.0,-56.0,-48.0
-76,-80.0,-78.0,-83.0,-77,-75.0,-73.0,-87.0,-71,-73.0,-73.0,-65,-80,-64.0,-79.0,-73.0,-86.0,-71,-85.0,-69.0,-64.0,-60.0,-62.0,-59.0,-49.0
-71,-76.0,-77.0,-86.0,-76,-81.0,-76.0,-78.0,-77,-78.0,-73.0,-66,-71,-64.0,-79.0,-71.0,-77.0,-79,-83.0,-63.0,-66.0,-68.0,-60.0,-57.0,-49.0
-76,-82.0,-77.0,-82.0,-83,-79.0,-73.0,-75.0,-71,-74.0,-76.0,-69,-77,-68.0,-80.0,-77.0,-78.0,-78,-88.0,-65.0,-65.0,-60.0,-62.0,-58.0,-49.0
-72,-82.0,-74.0,-86.0,-75,-78.0,-78.0,-75.0,-70,-72.0,-73.0,-68,-79,-62.0,-81.0,-73.0,-87.0,-82,-93.0,-69.0,-64.0,-60.0,-63.0,-59.0,-48.0
-77,-77.0,-80.0,-82.0,-75,-75.0,-72.0,-85.0,-78,-79.0,-72.0,-69,-77,-64.0,-78.0,-72.0,-79.0,-72,-83.0,-63.0,-66.0,-69.0,-63.0,-58.0,-49.0
-76,-77.0,-76.0,-84.0,-82,-81.0,-73.0,-78.0,-70,-75.0,-75.0,-66,-80,-68.0,-78.0,-75.0,-78.0,-78,-87.0,-69.0,-65.0,-60.0,-63.0,-57.0,-49.0
-73,-81.0,-74.0,-86.0,-77,-79.0,-77.0,-76.0,-70,-72.0,-73.0,-67,-71,-62.0,-76.0,-73.0,-89.0,-83,-93.0,-63.0,-64.0,-69.0,-61.0,-57.0,-48.0
-78,-80.0,-79.0,-82.0,-75,-74.0,-73.0,-75.0,-71,-80.0,-72.0,-68,-77,-67.0,-84.0,-71.0,-78.0,-72,-81.0,-64.0,-66.0,-61.0,-64.0,-57.0,-49.0
-75,-77.0,-76.0,-85.0,-80,-81.0,-79.0,-87.0,-78,-72.0,-76.0,-69,-83,-62.0,-79.0,-76.0,-78.0,-78,-89.0,-69.0,-65.0,-60.0,-61.0,-59.0,-48.0
-73,-82.0,-74.0,-86.0,-77,-79.0,-71.0,-78.0,-70,-76.0,-77.0,-66,-71,-64.0,-78.0,-76.0,-90.0,-83,-81.0,-69.0,-64.0,-61.0,-61.0,-57.0,-48.0
-75,-80.0,-77.0,-80.0,-81,-81.0,-72.0,-74.0,-71,-72.0,-73.0,-67,-78,-68.0,-84.0,-73.0,-79.0,-72,-85.0,-64.0,-66.0,-68.0,-63.0,-58.0,-49.0
-73,-78.0,-75.0,-87.0,-77,-80.0,-80.0,-86.0,-80,-79.0,-72.0,-69,-81,-62.0,-79.0,-71.0,-79.0,-79,-81.0,-65.0,-65.0,-60.0,-60.0,-57.0,-49.0
-77,-82.0,-74.0,-86.0,-75,-74.0,-71.0,-80.0,-71,-72.0,-77.0,-66,-70,-65.0,-85.0,-76.0,-82.0,-82,-86.0,-70.0,-64.0,-60.0,-61.0,-59.0,-48.0
-76,-79.0,-75.0,-81.0,-81,-80.0,-72.0,-75.0,-71,-81.0,-72.0,-67,-78,-68.0,-80.0,-73.0,-90.0,-72,-99.0,-63.0,-64.0,-59.0,-63.0,-57.0,-49.0
-72,-77.0,-80.0,-87.0,-77,-79.0,-79.0,-87.0,-78,-75.0,-72.0,-69,-80,-62.0,-77.0,-71.0,-80.0,-80,-81.0,-65.0,-65.0,-68.0,-62.0,-57.0,-49.0
-80,-79.0,-75.0,-86.0,-75,-74.0,-71.0,-74.0,-71,-74.0,-77.0,-66,-70,-65.0,-87.0,-75.0,-84.0,-84,-89.0,-64.0,-65.0,-61.0,-61.0,-58.0,-48.0
-73,-77.0,-74.0,-80.0,-81,-79.0,-72.0,-86.0,-70,-78.0,-73.0,-69,-77,-68.0,-80.0,-72.0,-88.0,-72,-81.0,-64.0,-65.0,-61.0,-64.0,-57.0,-49.0
-77,-81.0,-80.0,-85.0,-75,-80.0,-71.0,-82.0,-77,-75.0,-73.0,-66,-79,-62.0,-78.0,-71.0,-79.0,-83,-82.0,-70.0,-65.0,-60.0,-61.0,-56.0,-49.0
-75,-79.0,-77.0,-80.0,-81,-74.0,-78.0,-73.0,-71,-76.0,-76.0,-67,-70,-65.0,-78.0,-77.0,-75.0,-79,-92.0,-63.0,-65.0,-68.0,-61.0,-59.0,-48.0
-72,-77.0,-78.0,-85.0,-76,-78.0,-72.0,-87.0,-71,-72.0,-73.0,-69,-79,-68.0,-87.0,-73.0,-84.0,-81,-89.0,-65.0,-65.0,-60.0,-63.0,-57.0,-49.0
-76,-81.0,-78.0,-85.0,-76,-78.0,-72.0,-82.0,-77,-83.0,-73.0,-70,-80,-65.0,-82.0,-72.0,-92.0,-72,-81.0,-70.0,-64.0,-60.0,-61.0,-57.0,-48.0
-75,-78.0,-74.0,-80.0,-80,-74.0,-78.0,-82.0,-81,-76.0,-72.0,-67,-70,-68.0,-79.0,-71.0,-75.0,-82,-90.0,-63.0,-66.0,-69.0,-62.0,-59.0,-48.0
-79,-76.0,-79.0,-85.0,-80,-80.0,-71.0,-75.0,-70,-73.0,-77.0,-67,-78,-62.0,-88.0,-76.0,-84.0,-72,-92.0,-65.0,-66.0,-61.0,-63.0,-58.0,-49.0
-74,-82.0,-76.0,-84.0,-77,-78.0,-72.0,-85.0,-70,-80.0,-73.0,-68,-83,-64.0,-80.0,-73.0,-89.0,-80,-92.0,-70.0,-65.0,-61.0,-60.0,-59.0,-48.0
-72,-79.0,-73.0,-81.0,-75,-76.0,-79.0,-82.0,-78,-74.0,-72.0,-65,-78,-69.0,-77.0,-71.0,-76.0,-81,-81.0,-63.0,-66.0,-68.0,-62.0,-57.0,-48.0
-77,-76.0,-74.0,-86.0,-81,-79.0,-71.0,-75.0,-72,-73.0,-76.0,-67,-81,-62.0,-89.0,-76.0,-82.0,-72,-84.0,-65.0,-66.0,-61.0,-63.0,-57.0,-49.0
-75,-82.0,-78.0,-82.0,-76,-79.0,-71.0,-74.0,-69,-77.0,-73.0,-69,-70,-64.0,-80.0,-73.0,-88.0,-79,-91.0,-70.0,-65.0,-60.0,-60.0,-59.0,-49.0
-74,-80.0,-76.0,-85.0,-75,-75.0,-72.0,-84.0,-77,-75.0,-72.0,-69,-78,-64.0,-79.0,-71.0,-78.0,-82,-82.0,-69.0,-65.0,-68.0,-62.0,-57.0,-48.0
-73,-76.0,-74.0,-84.0,-80,-79.0,-79.0,-80.0,-71,-73.0,-72.0,-66,-80,-68.0,-78.0,-76.0,-81.0,-72,-85.0,-63.0,-66.0,-60.0,-63.0,-56.0,-48.0
-79,-82.0,-78.0,-81.0,-77,-78.0,-72.0,-76.0,-70,-78.0,-75.0,-67,-70,-62.0,-79.0,-72.0,-90.0,-80,-91.0,-64.0,-66.0,-68.0,-61.0,-59.0,-49.0
-75,-79.0,-77.0,-83.0,-75,-75.0,-71.0,-85.0,-78,-75.0,-73.0,-70,-78,-65.0,-81.0,-71.0,-78.0,-83,-83.0,-70.0,-65.0,-60.0,-62.0,-56.0,-49.0
-72,-77.0,-73.0,-80.0,-82,-80.0,-79.0,-86.0,-71,-73.0,-72.0,-65,-82,-68.0,-80.0,-75.0,-82.0,-71,-87.0,-63.0,-66.0,-60.0,-60.0,-59.0,-48.0
-77,-84.0,-75.0,-83.0,-80,-77.0,-71.0,-82.0,-72,-80.0,-77.0,-69,-70,-62.0,-78.0,-73.0,-87.0,-72,-82.0,-63.0,-66.0,-69.0,-62.0,-57.0,-48.0
-75,-79.0,-78.0,-84.0,-76,-78.0,-71.0,-75.0,-80,-75.0,-72.0,-65,-78,-64.0,-81.0,-70.0,-80.0,-79,-84.0,-65.0,-66.0,-60.0,-63.0,-57.0,-49.0
-72,-77.0,-76.0,-81.0,-74,-74.0,-79.0,-85.0,-71,-72.0,-77.0,-67,-81,-69.0,-78.0,-77.0,-84.0,-82,-94.0,-69.0,-65.0,-60.0,-60.0,-82.0,-48.0
-75,-83.0,-74.0,-81.0,-81,-80.0,-71.0,-82.0,-79,-81.0,-73.0,-69,-70,-62.0,-79.0,-72.0,-80.0,-71,-82.0,-64.0,-67.0,-69.0,-62.0,-58.0,-48.0
-73,-78.0,-79.0,-84.0,-76,-77.0,-72.0,-75.0,-70,-75.0,-72.0,-66,-70,-64.0,-82.0,-71.0,-83.0,-80,-84.0,-64.0,-65.0,-59.0,-62.0,-57.0,-49.0
-77,-83.0,-76.0,-83.0,-75,-74.0,-78.0,-84.0,-69,-73.0,-77.0,-69,-78,-68.0,-78.0,-77.0,-89.0,-83,-96.0,-69.0,-65.0,-68.0,-63.0,-59.0,-49.0
-75,-79.0,-74.0,-81.0,-80,-79.0,-71.0,-82.0,-78,-79.0,-73.0,-65,-81,-68.0,-79.0,-73.0,-80.0,-71,-80.0,-63.0,-66.0,-61.0,-60.0,-58.0,-48.0
-73,-77.0,-74.0,-83.0,-76,-73.0,-71.0,-74.0,-70,-74.0,-72.0,-66,-70,-63.0,-78.0,-71.0,-84.0,-81,-94.0,-64.0,-64.0,-61.0,-62.0,-57.0,-49.0
-78,-83.0,-79.0,-83.0,-74,-78.0,-72.0,-83.0,-70,-73.0,-77.0,-69,-70,-64.0,-78.0,-76.0,-83.0,-81,-81.0,-68.0,-66.0,-69.0,-61.0,-59.0,-48.0
-76,-79.0,-79.0,-81.0,-81,-79.0,-77.0,-82.0,-70,-81.0,-73.0,-66,-77,-68.0,-83.0,-72.0,-76.0,-81,-85.0,-64.0,-66.0,-70.0,-60.0,-57.0,-48.0
-73,-76.0,-75.0,-83.0,-76,-73.0,-72.0,-75.0,-75,-81.0,-73.0,-67,-81,-62.0,-79.0,-71.0,-82.0,-82,-94.0,-65.0,-65.0,-61.0,-63.0,-58.0,-50.0
-72,-76.0,-78.0,-83.0,-74,-78.0,-72.0,-75.0,-71,-73.0,-75.0,-68,-71,-64.0,-79.0,-75.0,-83.0,-72,-82.0,-64.0,-66.0,-60.0,-64.0,-57.0,-48.0
-77,-81.0,-79.0,-80.0,-80,-79.0,-77.0,-83.0,-70,-80.0,-73.0,-65,-78,-68.0,-82.0,-72.0,-77.0,-77,-84.0,-64.0,-66.0,-70.0,-60.0,-59.0,-48.0
-76,-79.0,-74.0,-85.0,-83,-73.0,-77.0,-82.0,-70,-76.0,-72.0,-67,-79,-63.0,-80.0,-75.0,-82.0,-81,-82.0,-70.0,-64.0,-61.0,-62.0,-58.0,-49.0
-73,-77.0,-79.0,-83.0,-77,-78.0,-71.0,-75.0,-72,-75.0,-76.0,-69,-70,-64.0,-82.0,-72.0,-76.0,-71,-85.0,-64.0,-66.0,-60.0,-63.0,-57.0,-48.0
-78,-81.0,-76.0,-82.0,-75,-80.0,-71.0,-85.0,-78,-73.0,-73.0,-66,-78,-67.0,-80.0,-71.0,-82.0,-78,-89.0,-65.0,-65.0,-70.0,-60.0,-59.0,-49.0
-75,-79.0,-74.0,-87.0,-75,-86.0,-76.0,-74.0,-71,-80.0,-72.0,-67,-79,-62.0,-83.0,-75.0,-85.0,-81,-83.0,-69.0,-66.0,-61.0,-64.0,-57.0,-49.0
-72,-76.0,-79.0,-83.0,-80,-75.0,-71.0,-85.0,-69,-75.0,-77.0,-68,-70,-64.0,-82.0,-71.0,-78.0,-71,-98.0,-64.0,-65.0,-60.0,-63.0,-57.0,-48.0
-78,-82.0,-77.0,-81.0,-77,-76.0,-72.0,-81.0,-80,-73.0,-72.0,-65,-79,-68.0,-80.0,-77.0,-83.0,-80,-80.0,-65.0,-65.0,-68.0,-62.0,-59.0,-49.0
-75,-79.0,-77.0,-83.0,-75,-80.0,-71.0,-74.0,-71,-80.0,-72.0,-67,-70,-64.0,-79.0,-73.0,-83.0,-81,-85.0,-69.0,-66.0,-60.0,-63.0,-57.0,-49.0
-72,-77.0,-75.0,-84.0,-80,-75.0,-72.0,-84.0,-69,-75.0,-75.0,-69,-79,-68.0,-83.0,-71.0,-81.0,-72,-82.0,-63.0,-65.0,-69.0,-61.0,-57.0,-48.0
-76,-81.0,-78.0,-84.0,-76,-79.0,-77.0,-83.0,-77,-72.0,-72.0,-66,-79,-62.0,-81.0,-78.0,-84.0,-72,-85.0,-65.0,-65.0,-61.0,-62.0,-57.0,-49.0
-76,-77.0,-78.0,-81.0,-75,-80.0,-71.0,-86.0,-72,-80.0,-76.0,-66,-70,-69.0,-80.0,-72.0,-77.0,-81,-85.0,-70.0,-67.0,-61.0,-63.0,-59.0,-48.0
-72,-76.0,-74.0,-85.0,-82,-75.0,-73.0,-75.0,-71,-81.0,-73.0,-67,-78,-62.0,-84.0,-71.0,-82.0,-83,-81.0,-63.0,-65.0,-68.0,-60.0,-58.0,-49.0
-79,-81.0,-79.0,-85.0,-77,-78.0,-78.0,-84.0,-71,-75.0,-73.0,-69,-80,-64.0,-81.0,-77.0,-84.0,-71,-87.0,-64.0,-65.0,-61.0,-66.0,-57.0,-48.0
-77,-81.0,-80.0,-80.0,-75,-79.0,-77.0,-84.0,-75,-72.0,-72.0,-65,-70,-68.0,-103.0,-73.0,-77.0,-79,-88.0,-68.0,-65.0,-60.0,-63.0,-59.0,-48.0
-77,-79.0,-74.0,-85.0,-80,-74.0,-71.0,-83.0,-71,-80.0,-77.0,-67,-78,-62.0,-82.0,-71.0,-80.0,-81,-81.0,-63.0,-67.0,-61.0,-60.0,-57.0,-49.0
